"","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","wildernessArea","soilType"
"8568",2818,65,19,247,135,270,234,199,89,1618,1,29
"8569",2899,312,7,60,15,1785,201,235,173,1507,3,23
"8570",2902,122,29,309,160,2024,254,204,57,571,3,13
"8571",2719,99,29,120,71,150,252,186,41,2383,1,30
"8572",2850,258,10,872,85,2250,197,246,188,1657,3,17
"8573",2705,59,17,182,30,201,231,202,98,2274,1,29
"8574",2750,295,5,0,0,990,206,238,172,2213,3,17
"8575",2902,82,30,300,177,1974,244,172,35,560,3,13
"8576",2945,96,7,30,0,4672,232,230,131,2233,1,23
"8577",2830,90,17,247,73,417,244,210,90,1320,1,30
"8578",2882,101,22,492,128,1626,250,205,72,902,3,32
"8579",2912,45,6,182,33,1911,222,227,140,1354,3,32
"8580",2849,253,18,30,5,1992,178,249,208,1276,3,23
"8581",2818,63,22,510,144,540,233,188,76,2430,1,24
"8582",2741,47,11,30,6,1416,224,216,125,2362,1,23
"8583",2898,255,14,30,12,2012,187,248,199,1110,3,19
"8584",2566,327,5,150,12,1587,208,234,165,1718,3,2
"8585",2756,320,16,190,38,1664,177,223,186,1158,3,10
"8586",2489,94,7,30,-2,811,232,229,130,5392,1,18
"8587",2738,63,33,134,64,162,228,154,33,1613,1,29
"8588",2605,62,5,277,7,601,224,230,142,6268,1,29
"8589",2894,351,9,361,222,1187,205,226,159,741,3,32
"8590",2865,61,29,277,140,1947,229,167,51,564,3,13
"8591",2861,219,12,931,181,2310,206,252,180,1600,3,17
"8592",2795,94,26,309,142,323,250,191,53,1860,1,30
"8593",2492,26,6,150,19,840,217,227,146,5226,1,18
"8594",2862,307,10,150,-18,1645,192,234,182,1401,3,23
"8595",2958,149,13,474,29,698,236,239,130,2156,3,33
"8596",2702,80,31,0,0,90,243,170,33,2460,1,30
"8597",2734,57,18,218,55,228,229,200,97,1959,1,29
"8598",2694,85,23,95,58,120,246,194,66,914,1,30
"8599",2943,84,31,342,199,1996,246,172,32,661,3,13
"8600",2870,352,16,408,198,1127,189,210,157,671,3,32
"8601",2743,154,21,268,37,553,239,237,117,571,1,30
"8602",2836,279,14,711,79,2101,180,241,200,1802,3,17
"8603",2809,83,20,108,46,1622,243,201,78,1500,3,33
"8604",2911,120,19,256,84,1110,249,220,91,360,1,30
"8605",2838,212,8,808,66,2222,214,247,170,1681,3,17
"8606",2753,135,18,42,0,451,245,229,106,331,1,30
"8607",2836,178,22,446,137,765,224,246,143,1855,3,4
"8608",2883,104,20,350,112,564,249,211,82,1299,1,30
"8609",2909,3,8,0,0,4843,209,225,153,1839,1,23
"8610",2881,282,12,0,0,2053,188,241,193,1044,3,19
"8611",2878,147,18,192,59,2163,241,235,116,1012,3,13
"8612",2942,74,14,90,18,4637,236,213,106,2089,1,23
"8613",2769,72,28,30,14,242,238,175,50,2205,1,30
"8614",2719,74,12,210,53,240,234,217,114,2205,1,29
"8615",2774,77,19,85,17,2827,240,201,84,2174,1,29
"8616",2900,268,11,0,0,1972,191,245,193,1129,3,19
"8617",2895,292,24,582,194,1950,146,228,218,1958,3,13
"8618",2838,89,19,430,128,459,245,207,84,1595,1,30
"8619",2724,18,7,351,25,67,215,226,148,765,3,17
"8620",2725,95,20,30,11,300,248,206,78,481,1,30
"8621",2794,162,23,270,88,600,235,239,122,564,1,30
"8622",2848,82,24,459,199,474,244,189,60,1687,1,30
"8623",2768,108,13,30,3,779,241,225,111,1471,3,23
"8624",2737,338,19,108,26,1585,176,211,172,1234,3,10
"8625",2835,336,10,524,78,1974,198,226,168,960,3,11
"8626",2940,263,8,0,0,1786,201,244,182,1376,3,19
"8627",2743,9,6,418,105,2631,214,228,152,1445,3,32
"8628",2707,110,16,42,11,1266,245,221,100,750,3,31
"8629",2757,127,9,175,27,2577,236,234,128,2093,3,11
"8630",2866,319,13,180,28,1674,186,227,181,1383,3,32
"8631",2777,118,13,90,-3,510,242,228,114,272,1,30
"8632",2858,68,32,371,165,379,233,159,33,1492,1,30
"8633",2897,139,13,268,84,2089,240,235,123,1100,3,32
"8634",2794,120,17,134,35,2016,247,223,98,955,3,13
"8635",2761,119,6,201,31,2601,230,235,138,2066,3,11
"8636",2881,246,11,503,176,1860,197,249,189,2046,3,13
"8637",2705,101,31,90,57,120,253,182,33,2348,1,30
"8638",2678,270,14,0,0,1595,184,244,199,819,3,33
"8639",2782,92,26,268,129,283,249,191,54,1890,1,30
"8640",2852,114,38,175,108,2165,253,175,0,560,3,13
"8641",2887,141,16,242,74,2124,242,233,115,1113,3,32
"8642",2919,182,16,516,87,685,223,249,153,1514,3,4
"8643",2752,93,20,85,23,2802,247,205,78,2145,1,29
"8644",2848,223,8,886,76,2280,210,248,175,1624,3,17
"8645",2767,240,13,228,15,1707,196,250,191,2225,3,17
"8646",2894,189,14,467,62,780,220,250,160,1606,3,4
"8647",2784,67,29,190,90,216,234,169,46,1368,1,29
"8648",2831,257,12,85,-12,1964,191,247,194,1195,3,33
"8649",2738,211,30,108,47,1073,180,251,189,1793,3,4
"8650",2864,195,25,153,67,1230,207,251,165,2821,3,4
"8651",2793,101,5,60,11,1998,228,233,139,1943,3,23
"8652",2856,52,18,150,56,2208,226,197,98,2284,3,33
"8653",2743,55,4,170,-6,240,222,231,145,1072,1,30
"8654",2786,52,11,182,10,2005,226,216,123,2609,1,29
"8655",2799,82,25,201,126,210,245,187,56,1507,1,29
"8656",2882,194,25,577,184,741,207,250,164,1710,3,4
"8657",2861,123,14,127,38,840,243,229,112,324,1,30
"8658",2504,176,3,313,26,644,221,241,156,3638,1,18
"8659",2733,28,6,430,34,108,218,228,146,797,3,11
"8660",2810,71,32,180,-101,335,235,159,30,2097,1,30
"8661",2779,66,34,162,25,201,229,150,0,1448,1,30
"8662",2842,152,17,216,19,750,239,238,122,417,1,30
"8663",2720,36,8,0,0,480,220,221,137,2405,3,17
"8664",2679,40,7,0,0,2315,221,224,139,649,3,31
"8665",2827,71,19,309,158,335,237,198,84,1732,1,29
"8666",2802,73,13,216,152,228,235,215,110,1387,1,30
"8667",2876,185,26,552,177,711,214,247,150,1748,3,4
"8668",2888,200,10,1071,219,2460,216,249,167,1455,3,34
"8669",2792,269,15,309,98,953,181,244,202,1943,3,4
"8670",2776,105,3,42,-2,1680,224,236,147,2411,3,17
"8671",2826,81,8,192,39,741,231,226,128,95,1,29
"8672",2736,23,8,532,37,60,216,223,144,735,3,11
"8673",2851,145,22,849,72,2320,244,230,103,1591,3,13
"8674",2843,70,26,335,171,365,238,180,58,1813,1,29
"8675",2891,292,8,0,0,4875,197,239,182,1617,1,23
"8676",2799,121,8,350,1,480,235,233,130,433,1,29
"8677",2912,279,11,67,0,5031,191,242,191,1581,1,29
"8678",2962,131,4,708,130,564,227,237,145,1468,3,11
"8679",2931,117,23,313,104,1114,252,213,76,420,1,30
"8680",2701,69,7,30,-5,2389,228,226,131,524,3,31
"8681",2771,19,17,247,28,1698,206,203,130,1189,3,10
"8682",2747,83,8,30,3,591,231,227,128,2516,3,17
"8683",2712,183,21,323,63,3241,221,249,151,1758,3,13
"8684",2842,102,28,150,97,2132,253,190,44,671,3,13
"8685",2763,153,19,268,57,573,240,237,118,547,1,30
"8686",2775,26,13,306,62,2665,213,211,132,218,3,31
"8687",2921,172,18,573,89,711,229,246,141,1566,3,4
"8688",2783,57,27,201,100,218,227,173,63,1616,1,29
"8689",2848,183,13,874,70,2315,223,248,155,1590,3,17
"8690",2523,33,7,182,0,661,219,226,143,5502,1,18
"8691",2664,150,9,0,0,1211,232,240,139,684,3,2
"8692",2850,92,24,240,128,1892,249,194,59,661,3,13
"8693",2823,69,16,309,151,1222,235,207,99,771,3,13
"8694",2923,271,12,124,10,5072,187,244,196,1626,1,29
"8695",2814,75,20,379,167,391,240,198,80,1651,1,30
"8696",2714,117,20,242,93,1470,250,217,85,779,1,30
"8697",2708,93,29,95,57,120,250,181,38,2289,1,30
"8698",2807,72,18,361,154,365,237,202,89,1620,1,30
"8699",2675,91,10,0,0,1450,236,224,119,1414,3,10
"8700",2777,4,3,0,0,1744,215,233,155,2402,3,17
"8701",2789,73,18,60,19,1818,238,203,90,1725,3,33
"8702",2708,73,6,170,19,212,228,228,134,918,3,11
"8703",2684,138,7,0,0,1167,232,238,138,591,3,2
"8704",2891,37,5,297,59,830,220,229,145,1507,3,11
"8705",2746,67,31,85,-19,153,232,161,37,2340,1,30
"8706",2847,102,18,258,80,499,247,213,87,1261,1,30
"8707",2795,81,12,323,4,360,237,218,110,649,1,30
"8708",2743,231,20,134,49,993,184,254,202,1869,3,4
"8709",2603,21,3,212,5,543,217,232,152,6214,1,29
"8710",2708,67,16,95,37,120,234,207,100,2055,1,29
"8711",2740,325,13,134,18,1611,188,226,177,1215,3,10
"8712",2597,342,22,42,10,1240,170,202,167,1935,3,13
"8713",2572,64,6,509,20,1273,226,228,136,1532,3,2
"8714",2911,266,15,85,-1,5037,181,245,203,1556,1,29
"8715",2689,117,27,67,-33,247,254,204,60,543,1,30
"8716",2691,12,17,60,2,1524,201,204,137,1328,3,10
"8717",2768,184,21,210,50,540,219,249,153,659,1,30
"8718",2916,192,18,300,78,899,216,251,162,2268,3,33
"8719",2820,110,21,190,95,2002,251,211,78,511,3,13
"8720",2708,89,33,95,59,120,248,167,20,2580,1,30
"8721",2828,178,7,0,0,2021,224,245,155,2442,3,17
"8722",2941,177,20,566,109,631,226,247,145,1465,3,4
"8723",2576,329,4,162,48,854,210,235,163,1288,3,11
"8724",2697,79,28,90,56,120,243,178,46,1765,1,30
"8725",2734,65,32,124,15,134,230,157,0,1387,1,30
"8726",2826,157,20,150,77,1982,238,238,121,942,3,13
"8727",2861,190,23,90,18,474,213,250,158,1168,3,13
"8728",2938,199,9,390,100,819,217,248,166,2230,3,33
"8729",2944,6,17,306,30,5087,197,206,143,1829,1,29
"8730",2738,91,19,150,86,180,245,207,84,1177,1,30
"8731",2710,100,26,150,78,180,252,194,53,649,1,30
"8732",2845,272,20,437,13,967,163,242,216,1832,3,4
"8733",2786,71,32,120,31,295,236,162,33,2135,1,30
"8734",2901,308,18,450,229,1150,167,225,198,743,3,32
"8735",2858,79,16,371,186,400,240,209,95,1834,1,29
"8736",2875,204,12,339,114,2148,213,251,171,713,3,31
"8737",2641,115,25,150,32,1290,253,207,66,607,1,30
"8738",2873,225,11,947,193,2340,206,250,181,1578,3,13
"8739",2834,192,28,95,40,1230,205,248,160,2850,3,4
"8740",2775,100,36,150,103,1387,251,166,10,930,3,13
"8741",2812,41,9,0,0,771,221,220,133,182,1,29
"8742",2827,163,10,210,27,2190,230,243,145,2172,3,26
"8743",2818,236,17,417,124,899,189,252,199,1856,3,4
"8744",2913,200,19,300,75,886,209,253,171,2241,3,33
"8745",2717,108,16,201,79,1500,246,220,98,794,1,30
"8746",2706,69,21,190,32,212,237,195,80,2334,1,29
"8747",2905,183,24,594,204,659,218,247,148,1702,3,4
"8748",2785,278,16,268,91,966,176,241,204,1921,3,4
"8749",2758,69,25,242,109,255,237,183,63,824,1,30
"8750",2790,74,10,30,-1,618,232,222,122,192,1,30
"8751",2914,212,9,180,28,1913,213,248,171,1682,3,23
"8752",2719,67,19,127,62,134,235,198,86,957,1,30
"8753",2952,161,14,480,114,725,233,243,137,2167,3,33
"8754",2818,114,10,218,31,664,238,230,122,175,1,29
"8755",2905,92,27,360,-62,418,250,186,47,2024,1,30
"8756",2809,110,15,90,-1,671,244,222,103,247,1,30
"8757",2816,120,13,108,20,2268,242,229,114,1250,3,13
"8758",2771,142,20,342,97,1710,245,231,106,1006,1,30
"8759",2808,85,15,120,39,1771,240,213,99,1712,3,33
"8760",2779,35,8,240,6,300,219,223,139,847,1,30
"8761",2574,0,2,319,20,1419,216,235,156,1595,3,2
"8762",2802,226,20,175,68,1570,187,254,198,2340,3,13
"8763",2680,278,14,30,2,1626,181,242,200,760,3,31
"8764",2808,255,17,255,117,1047,180,249,206,1848,3,4
"8765",2703,238,14,150,8,1392,193,251,194,1184,3,33
"8766",2834,86,12,376,162,1155,237,221,113,706,3,13
"8767",2684,23,5,95,5,2142,217,228,148,1865,3,17
"8768",2803,151,11,324,5,480,234,240,136,458,1,29
"8769",2717,66,9,108,46,120,229,221,124,1940,1,29
"8770",2862,284,12,866,185,2250,187,240,192,1663,3,13
"8771",2851,52,17,210,66,2037,226,202,103,2121,3,33
"8772",2876,108,18,300,154,1825,248,216,90,722,3,32
"8773",2895,99,14,300,4,1999,243,220,103,1465,3,13
"8774",2736,98,25,150,88,180,251,196,58,2359,1,30
"8775",2819,191,19,175,70,1749,216,251,161,1190,3,13
"8776",2840,324,16,459,97,1928,178,221,182,934,3,11
"8777",2743,86,21,42,14,2763,245,201,76,2188,1,29
"8778",2726,55,26,95,40,108,226,176,68,1243,1,29
"8779",2702,281,10,0,0,1510,192,241,189,1041,3,23
"8780",2784,232,23,192,93,1047,176,253,207,1834,3,4
"8781",2812,75,32,247,154,256,239,164,31,2072,1,30
"8782",2817,65,18,90,28,2100,234,201,92,2112,3,33
"8783",2759,121,18,134,7,503,248,222,94,319,1,30
"8784",2857,161,17,60,12,408,235,242,131,1153,3,13
"8785",2776,84,34,42,16,210,244,163,20,2463,1,30
"8786",2790,52,8,295,8,342,225,223,133,752,1,30
"8787",2676,119,5,0,0,2483,228,235,141,2352,1,16
"8788",2844,53,16,180,57,2058,227,203,105,2126,3,33
"8789",2727,67,31,108,73,127,233,163,39,2071,1,30
"8790",2882,158,12,426,37,2461,233,242,138,2001,3,26
"8791",2778,77,11,30,5,841,234,219,115,2567,3,17
"8792",2716,76,19,124,60,134,240,200,83,1926,1,30
"8793",2795,97,10,180,8,564,237,225,119,242,1,30
"8794",2789,28,17,175,141,182,211,201,121,1315,1,30
"8795",2718,42,7,297,31,295,221,225,139,983,3,11
"8796",2875,161,13,330,153,1811,233,243,139,721,3,32
"8797",2725,204,18,108,27,914,208,253,175,1939,3,4
"8798",2787,232,12,379,26,1850,201,251,186,2073,3,17
"8799",2841,82,18,319,154,335,242,205,86,1450,1,30
"8800",2810,4,13,395,55,1842,203,215,149,1084,3,10
"8801",2929,302,16,85,14,4858,172,230,198,1899,1,29
"8802",2889,100,24,330,217,1226,251,200,64,782,3,13
"8803",2676,1,12,0,0,3134,202,216,151,6184,1,30
"8804",2941,194,9,420,103,792,219,248,163,2218,3,33
"8805",2732,91,29,150,84,153,249,182,40,2448,1,30
"8806",2783,88,13,210,44,497,239,219,109,309,1,30
"8807",2742,12,15,210,29,2575,203,207,139,335,3,31
"8808",2792,76,28,85,33,1518,241,175,45,1347,3,33
"8809",2886,119,21,362,43,1319,251,216,82,999,3,32
"8810",2972,293,4,30,5,1539,209,239,168,1630,3,19
"8811",2843,62,26,342,152,350,231,175,61,1463,1,30
"8812",2869,230,11,918,189,2310,203,250,184,1608,3,13
"8813",2724,88,27,120,72,150,248,186,50,1187,1,30
"8814",2709,62,7,192,20,242,226,226,134,942,3,11
"8815",2899,347,8,730,222,2132,206,228,160,1795,3,13
"8816",2851,218,25,95,37,1301,185,254,195,2635,3,4
"8817",2898,254,7,30,6,4919,204,245,179,1552,1,23
"8818",2748,163,14,124,18,2506,232,243,139,2190,3,11
"8819",2746,61,24,201,104,210,231,183,72,1684,1,30
"8820",2793,201,26,216,110,1167,200,252,173,1742,3,4
"8821",2866,288,26,677,165,2040,139,228,224,1866,3,13
"8822",2784,41,9,0,0,890,221,220,133,2525,3,17
"8823",2766,72,34,0,0,190,235,155,24,2402,1,30
"8824",2856,154,18,218,105,2010,238,239,124,834,3,13
"8825",2850,359,12,30,4,1585,202,218,153,1187,3,31
"8826",2710,45,14,108,33,108,223,210,118,1997,1,29
"8827",2714,66,25,95,28,162,235,182,65,2045,1,30
"8828",2864,162,9,382,28,2377,229,243,145,2052,3,26
"8829",2724,95,26,120,72,150,250,192,54,1159,1,30
"8830",2731,73,35,95,79,120,235,151,16,1584,1,30
"8831",2744,68,26,60,-10,210,236,179,59,2139,1,30
"8832",2491,110,5,0,0,872,228,234,140,5436,1,18
"8833",2728,21,7,437,29,42,216,226,147,731,3,11
"8834",2719,50,31,0,0,108,217,158,54,1406,1,30
"8835",2763,56,22,162,76,170,228,189,83,1276,1,29
"8836",2778,313,23,67,9,2164,153,216,201,726,3,33
"8837",2489,42,6,162,13,810,221,227,141,5247,1,18
"8838",2788,280,18,242,93,993,167,239,210,1892,3,4
"8839",2810,345,14,362,83,1838,192,217,163,983,3,11
"8840",2700,288,10,0,0,1734,192,239,188,721,3,31
"8841",2621,194,9,60,4,2117,219,248,163,2610,3,4
"8842",2738,88,18,201,59,295,244,208,88,510,1,30
"8843",2784,108,12,150,-2,510,241,225,112,285,1,30
"8844",2902,182,12,134,11,1705,223,248,156,1425,3,32
"8845",2801,91,34,182,129,1348,249,166,17,892,3,13
"8846",2777,36,9,525,43,180,220,221,136,845,3,11
"8847",2910,263,18,845,241,2287,173,246,210,1666,3,13
"8848",2604,90,9,466,-35,722,233,227,125,716,3,17
"8849",2825,131,17,624,48,2121,245,229,106,1806,3,13
"8850",2824,140,16,67,18,2301,242,234,117,1060,3,13
"8851",2934,212,18,592,223,524,201,254,183,1718,3,4
"8852",2778,89,25,300,122,306,248,192,58,1770,1,30
"8853",2753,90,18,134,19,390,244,209,89,408,1,30
"8854",2601,35,10,127,0,532,219,219,135,6120,1,29
"8855",2914,123,22,277,87,1082,251,216,81,391,1,30
"8856",2909,24,14,42,8,4878,212,209,131,1692,1,23
"8857",2777,132,19,42,13,2105,246,227,101,1045,3,13
"8858",2738,270,9,30,6,1528,198,243,185,2483,1,29
"8859",2836,75,11,60,9,940,233,220,117,201,1,30
"8860",2832,108,9,42,5,920,237,229,123,162,1,30
"8861",2810,139,20,124,-12,722,245,230,104,300,1,30
"8862",2864,80,23,272,142,1840,243,192,66,726,3,13
"8863",2829,205,24,295,146,1140,199,253,178,1790,3,4
"8864",2785,72,15,306,128,319,236,210,102,767,1,30
"8865",2733,66,21,162,83,170,235,193,80,953,1,30
"8866",2730,30,8,30,0,514,218,223,140,2431,3,17
"8867",2902,200,7,85,11,1677,218,246,164,1477,3,32
"8868",2803,132,17,607,169,2791,245,229,106,1909,3,10
"8869",2898,63,29,300,173,1956,231,167,49,569,3,13
"8870",2783,58,24,85,-7,212,229,181,71,1396,1,29
"8871",2759,246,25,42,15,1061,161,249,219,1557,3,13
"8872",2911,153,8,443,79,684,231,241,142,1492,3,11
"8873",2819,118,22,162,39,2140,252,213,77,1403,3,13
"8874",2871,195,25,564,175,780,207,251,165,1716,3,4
"8875",2789,157,7,30,-1,1875,228,241,146,2336,3,17
"8876",2564,315,4,127,12,1595,209,236,166,1712,3,2
"8877",2796,84,25,182,110,201,246,188,57,1515,1,29
"8878",2736,96,19,30,2,330,247,209,84,451,1,30
"8879",2742,29,10,510,43,150,217,219,137,837,3,11
"8880",2803,99,29,134,38,752,252,185,40,1368,3,13
"8881",2815,284,19,30,7,2241,163,237,212,899,3,33
"8882",2850,224,19,350,166,1087,192,254,194,1850,3,4
"8883",2742,91,23,201,86,210,248,198,67,1862,1,30
"8884",2959,351,18,272,24,5053,186,207,158,1871,1,29
"8885",2818,120,22,150,43,2072,251,215,81,1273,3,13
"8886",2907,148,34,268,161,2081,242,215,72,684,3,13
"8887",2755,68,32,42,-10,175,233,161,36,2371,1,30
"8888",2694,115,23,285,60,2431,252,211,74,2271,3,10
"8889",2808,94,25,360,159,365,250,194,57,1771,1,30
"8890",2844,99,33,212,110,2100,252,175,23,454,3,13
"8891",2725,331,14,67,12,1543,186,222,175,1276,3,10
"8892",2894,176,8,212,3,1775,224,245,154,1365,3,32
"8893",2872,343,6,722,88,2161,207,230,162,899,3,11
"8894",2729,69,30,150,54,175,236,168,42,1682,1,29
"8895",2981,55,20,467,237,1871,228,194,91,726,3,13
"8896",2869,112,22,309,90,607,252,210,75,1209,1,30
"8897",2794,84,21,216,119,1316,245,198,72,866,3,13
"8898",2822,153,9,180,22,2161,231,241,141,2197,3,26
"8899",2815,37,21,408,138,418,214,189,101,2096,1,29
"8900",2708,90,5,30,0,674,228,231,137,2151,3,17
"8901",2708,15,15,30,3,1266,205,207,136,2213,1,23
"8902",2844,203,28,120,47,1260,193,251,176,2809,3,4
"8903",2758,350,14,408,81,2800,193,215,160,1377,3,32
"8904",2804,28,14,60,8,1654,214,209,128,1693,3,17
"8905",2904,242,10,210,18,1849,200,249,186,1668,3,23
"8906",2926,28,5,0,0,4726,218,230,148,2039,1,23
"8907",2714,86,20,42,10,270,244,203,79,518,1,30
"8908",2840,139,15,210,89,2010,241,234,118,865,3,13
"8909",2783,135,9,42,5,2230,235,236,133,1350,3,13
"8910",2954,185,16,721,122,577,221,249,156,1572,3,4
"8911",2703,78,23,120,62,124,242,191,66,942,1,30
"8912",2800,66,22,255,107,258,235,191,77,1370,1,29
"8913",2894,152,5,90,3,1744,226,240,149,1482,3,32
"8914",2866,148,10,361,24,2372,234,239,136,2071,3,26
"8915",2748,0,18,180,15,1643,190,203,147,1200,3,10
"8916",2736,97,22,216,76,601,249,203,71,437,1,30
"8917",2763,46,15,228,50,2573,223,206,112,301,3,10
"8918",2805,72,5,201,9,480,225,231,141,618,1,30
"8919",2696,117,26,85,-28,285,254,205,61,518,1,30
"8920",2786,135,7,0,0,1846,231,237,139,2364,3,17
"8921",2858,125,26,242,77,2095,252,212,70,1449,3,13
"8922",2850,317,9,543,98,2002,195,232,176,892,3,11
"8923",2503,76,8,60,9,799,230,226,128,5489,1,18
"8924",2848,174,24,150,65,1080,226,244,136,2967,3,4
"8925",2705,73,5,0,0,2207,226,230,139,2498,3,11
"8926",2837,111,19,212,71,1940,249,216,87,1084,3,13
"8927",2782,88,9,30,-1,1786,234,226,124,2419,3,26
"8928",2777,3,9,382,65,2949,209,224,153,1282,3,32
"8929",2724,349,15,67,4,1302,191,213,160,2252,1,29
"8930",2812,54,6,255,14,480,224,227,138,537,1,30
"8931",2493,112,8,350,15,725,234,232,130,3722,1,18
"8932",2917,87,26,424,-79,484,247,186,51,1939,1,30
"8933",2735,29,6,443,36,134,218,227,145,825,3,11
"8934",2702,58,27,95,68,95,227,172,61,1047,1,30
"8935",2902,74,31,150,2,390,238,165,34,2233,1,30
"8936",2703,122,30,67,27,3191,254,201,52,6123,1,30
"8937",2795,74,15,175,145,190,237,209,99,1345,1,30
"8938",2807,92,35,218,105,270,249,165,14,2590,1,30
"8939",2776,52,24,295,96,309,224,181,78,1934,1,29
"8940",2826,109,20,216,107,1973,250,213,83,552,3,13
"8941",2835,324,18,454,90,1917,173,218,184,955,3,10
"8942",2834,267,20,426,139,953,165,244,216,1848,3,4
"8943",2807,34,5,258,10,450,219,228,146,577,1,30
"8944",2789,74,49,201,35,218,219,99,0,1445,1,30
"8945",2742,50,12,120,11,190,225,214,122,1224,1,30
"8946",2725,74,20,170,76,170,240,197,79,907,1,30
"8947",2757,140,16,277,89,655,243,233,114,481,1,30
"8948",2815,231,10,242,88,1627,205,249,181,2280,3,13
"8949",2895,222,12,1053,229,2461,204,252,182,1465,3,34
"8950",2747,355,11,342,69,2822,202,221,156,1312,3,32
"8951",2837,58,20,95,33,2249,230,195,89,2295,3,33
"8952",2737,44,22,108,41,124,219,186,91,1237,1,29
"8953",2680,90,27,90,49,90,249,185,48,870,1,30
"8954",2902,163,17,127,18,285,234,242,133,953,3,33
"8955",2846,86,24,454,197,466,246,191,60,1717,1,30
"8956",2600,61,6,150,3,454,225,227,136,6172,1,29
"8957",2792,223,10,408,31,1879,207,250,178,2044,3,17
"8958",2740,73,28,90,67,108,239,176,49,1430,1,29
"8959",2893,154,19,150,38,323,239,238,122,983,3,33
"8960",2796,64,12,30,6,2122,231,215,114,2096,3,23
"8961",2837,98,29,240,165,1310,252,185,40,860,3,13
"8962",2895,228,6,30,4,1717,212,245,171,1533,3,32
"8963",2893,37,2,90,2,1771,219,234,151,1498,3,32
"8964",2737,73,31,124,91,134,238,166,36,2100,1,30
"8965",2756,86,30,212,106,228,247,174,34,1935,1,30
"8966",2833,105,22,210,111,1945,251,207,73,595,3,13
"8967",2718,71,29,124,70,134,237,170,43,1243,1,30
"8968",2816,105,8,242,29,626,234,230,128,216,1,29
"8969",2835,218,9,192,83,2249,211,249,174,649,3,33
"8970",2786,83,16,330,145,330,241,210,95,691,1,30
"8971",2704,43,8,60,-5,2419,222,222,135,497,3,31
"8972",2858,189,17,90,19,1092,218,251,160,2367,3,33
"8973",2743,149,15,0,0,2704,238,238,125,2275,1,30
"8974",2863,92,6,0,0,192,230,230,133,1114,3,33
"8975",2538,92,6,430,35,960,230,230,133,1340,3,17
"8976",2872,343,12,693,106,2176,195,221,165,845,3,11
"8977",2697,81,22,90,55,108,243,195,70,1782,1,30
"8978",2747,121,16,30,-6,454,246,225,103,335,1,30
"8979",2905,290,22,655,204,2040,155,231,214,1875,3,13
"8980",2869,198,22,417,130,1771,207,252,170,2132,3,13
"8981",2712,52,24,120,68,124,224,180,77,1319,1,30
"8982",2688,93,25,150,56,175,249,194,59,631,1,30
